"","date","CI005187.WI","CI005188.WI","CI005189.WI","CI005190.WI","CI005191.WI","CI005192.WI","CI005193.WI","CI005194.WI","CI005195.WI","CI005196.WI","CI005197.WI","CI005198.WI","CI005199.WI","CI005800.WI","CI005801.WI","CI005802.WI","CI005803.WI","CI005804.WI","CI005805.WI","CI005806.WI","CI005807.WI","CI005808.WI","CI005809.WI","CI005810.WI","CI005811.WI","CI005812.WI","CI005813.WI","CI005814.WI","CI005815.WI","CI005816.WI","CI005817.WI","CI005818.WI","CI005819.WI","CI005820.WI","CI005821.WI","CI005822.WI","CI005823.WI","CI005824.WI","CI005825.WI","CI005826.WI","CI005827.WI","CI005828.WI","CI005829.WI","CI005830.WI","CI005831.WI","CI005832.WI","CI005834.WI","CI005835.WI","CI005836.WI","CI005837.WI","CI005838.WI","CI005839.WI","CI005840.WI","CI005841.WI","CI005842.WI","CI005843.WI","CI005844.WI","CI005845.WI","CI005846.WI","CI005847.WI","CI005848.WI","CI005849.WI"
"150",2022-11-11,-0.983905011000278,-1.29414763741072,-2.00333753050873,-1.53190933655465,-0.929364537854458,-0.918111821939165,-0.731138384950708,-1.34173250389671,-1.22304498661651,-0.340786826617074,-0.612067373335408,0.326211792482503,-2.58077675710703,-1.03175118475765,-1.21118040753418,-1.82896062193671,-1.25773784732165,-1.05720883330991,-1.08227884700794,-1.39887404200064,-1.30332629082549,-1.60220961465928,-0.865652092057726,-0.228615998708786,-1.49039789295108,-0.475982471867472,-1.39603792853063,-0.58478905311771,0.131990727605223,-1.30375466035503,-1.15509568316328,-1.48281629051555,-0.841705791630369,-1.29537593935357,-0.221378260737756,-1.48302743893377,-1.03528806914491,-0.599914129634157,-1.55873581430226,-0.129846858652527,-0.897522140764046,-2.29752145364317,-1.34632846412826,-1.19916089855671,-1.00673078234886,-1.21767486740354,-1.36934891242026,-1.69534443118092,-0.574773004040545,-0.873021765603606,-0.952056108315953,-0.799421846775637,-1.33448682821787,0.163590625110977,-1.92780643131736,-1.64614367324155,-1.35208071962499,-0.742865200418055,-1.25929694265881,-0.804844132214271,-1.50320424847546,-1.0704034599659
"151",2022-11-18,-1.07978940535668,-1.03720419428224,-1.97921132090372,-1.31660219298444,-1.19071944381742,-0.970680928813405,-0.820327107894498,-1.40623420422693,-1.11866186899304,-0.217971304755475,-0.753191049451209,0.0897521602242437,-2.30228137453879,-1.08171848518096,-1.35787624793941,-1.07268777580159,-1.33208188320549,-1.28101823720581,-1.00933834676751,-1.41894448855308,-1.28917363751592,-1.25698892279494,-0.646839753042605,-0.254201966563397,-1.36200960846018,-0.685141518740588,-1.15514989532502,-0.73206037936636,-0.169610104442879,-1.14888642707834,0.67988149405862,-1.5323230315293,-0.689045485759052,-1.29983357894429,-0.440987725374858,-1.47060952200705,-1.20636152009651,-0.615271657716126,-1.6471187305134,-0.145519646939761,-1.06609457794834,-2.47024935557435,-0.750453206986554,0.588259480963771,-0.737967629773676,-1.18345496351741,-1.62346784649167,-2.09206951143087,-0.687176615657325,-0.866003504466807,-0.878498897594602,-0.104926919672621,-1.22139155818028,0.0961445034860162,-1.99546581350235,-1.3831364864383,-0.819648448052582,-0.62261252843878,-1.33943588245469,-0.917407025661581,-1.71520518974779,1.06384763129321
"152",2022-11-25,-1.03232197784113,-0.585247014187564,-1.96139432398367,-1.01280102384674,-1.13595596324362,-0.848216217261006,-0.858954931768809,-1.57141351100415,-1.15798025465701,-0.119146016415844,-0.969565646614709,0.16602296288417,-2.10967046186513,-1.16832011038477,-1.40019235198939,-2.13326225649529,-1.37640656610407,-1.44757984612177,-1.06345351028705,-1.45907808970174,-1.16296741039429,-1.31983771470709,-0.562836186018949,0.096543682116956,-1.54389783468722,-0.877227028345061,-1.25335897517879,-1.26722503468977,-0.220164198647343,-0.548446240105257,-1.37562702990818,-1.43296065242585,-0.606378216535207,-1.22658427417736,-0.69486589955864,-1.4046723443947,-1.1638202532612,-0.555863714055609,-1.41879156353531,-0.0931644506824114,-1.09084360761829,-2.48639037782431,-1.36552572074024,-1.1922875478594,-1.07725193158891,-1.15381411188866,-1.37760533205075,-1.91096524773664,-0.539378934093384,-0.644002422305566,-0.858421326158598,1.7543937531583,-1.54441798249682,-0.0388588838152238,-1.99701094126212,-1.61343356905071,-1.45616661636706,-0.444304264293671,-1.3651976726952,-1.12529283148776,-1.64624949450384,0.152815783378873
"153",2022-12-02,-0.830489082825664,-0.705202546173168,-2.08267012462281,-1.15041713357739,-0.95506125124219,-0.953397592701474,-0.886392270404878,-1.40007716529481,-1.55939319062589,-0.52623533069341,-0.749901273864009,-0.17700761595835,-1.32240844629201,-1.17122254347161,-1.50810570718918,-1.90944073782734,-1.49829483980819,-1.37134661486126,-0.754841939592909,-1.48374764464324,-1.04477483025657,-1.04617161996095,-0.594868032962841,-0.226615893776173,-1.30731111959949,-0.624404124812127,-1.40212836661339,-0.754895133702603,-0.466703457881066,-0.629419531721819,-1.48569706023394,-1.42423652498595,-0.770252792098715,-1.35507733099827,-0.72563858617252,-1.55035501328001,-1.3201763217205,-0.753563554802412,-1.58009122622903,-0.309007461556903,-0.924162058241652,0.837650368350058,-1.28928527429477,-1.27502402660535,-0.824672449419097,-1.22288478032955,-1.38126206428844,-1.60744004460254,-0.671890129292573,-0.71047593848712,-0.884902421495375,2.96141429602465,-1.54415123973582,-0.346809056079704,-1.97224617004984,-1.32048779997593,-0.548858029000337,0.713384770781018,-0.987549354240621,-1.37016097490159,-1.63070188299165,-0.507595931936053
"154",2022-12-09,-0.587224832211641,-0.913222803460324,-2.1020526242245,-1.06726062955058,-0.973158945272835,-1.00188934200821,-1.07433904532259,-1.45477075080544,-1.4633262602125,-0.392178046162427,-1.07603662112921,-0.517413580686559,-1.72399418808755,-1.15990583068665,-1.36662083097848,-1.80560761089054,-1.60998459772388,-1.52841736836601,-0.967000824934479,-1.40482568423773,-1.1183443026104,-1.03732940146745,-0.726685317514754,-0.5768763019262,-0.0348379081699678,-0.900438506977141,-1.41996396597566,0.631924405993087,-0.101194405865147,-0.934947035491754,-0.509428347609356,-1.52397684590905,-0.518758258495648,-1.31024842329535,1.16356221557409,-1.63085616516384,-1.1297551039342,-0.883815626212062,-1.22293428495432,-0.585141549841969,-0.465721042024922,1.02260760127373,-1.21634232190341,-0.79582413195724,0.631424309313843,-1.01265891583479,-1.33425208957645,-1.83004475768538,-0.773700049980627,-0.920365223928767,-0.960117818607099,3.7805609667129,-1.5473289940308,-0.69890518645625,-1.99112473114966,-0.602081152162195,-1.05818651885697,0.795825491047779,-1.27554101952369,-1.3332136550868,-1.66943982855836,0.385555994563992
"155",2022-12-16,-1.27042843187941,-0.840879789731723,-1.95089248491695,-0.949878012875092,-0.898867189620146,-0.885496854411569,-0.93667474098674,-1.43595094666296,-1.09036919547433,-0.167541738057014,-1.04953922181105,-0.536554155725638,-1.14914386407071,-1.08420324997926,-1.29756480804947,-1.69224543364242,-1.78333322532441,-1.39899085494842,-0.721937833002552,-1.38379882345267,-1.5190576699607,-0.814846656915444,-0.372770484170379,-0.353388526318719,-0.425031715415227,-0.964749097790453,-1.48967215130011,0.286395983868977,-0.816370640682711,-0.727266870136535,-1.15009748776772,-1.47781547345185,-0.613188491617671,-0.880419010808377,-0.109111167008712,-1.39764716448483,0.142994797354478,-0.913908996616753,-1.42855425328757,-0.541438157531514,-1.1509956459617,-0.976190671286808,-0.965347325714264,-1.414694767529,-0.9031888854475,-1.09143227840928,-1.42733713867189,-1.97050113234984,-0.71073791171196,-0.796228798508365,-0.794901950830428,2.49588808665649,-1.5247780435397,-1.65830127757345,-2.02543638547498,-0.497546599223923,-0.448905204946052,0.25469414270808,-1.5878935536583,-0.805573426429558,-1.63104044183049,-0.177545432383892
"156",2022-12-23,-1.35279117702172,-0.746183812509411,-1.56416576806697,-0.851278255757159,-1.06007097827662,-0.800717575535377,-0.6727923359076,-1.28141190311262,-1.03171567692793,0.498813685148123,-0.974080383138727,-0.377543030563935,-2.06585895369024,-0.430942235707839,-1.52241504992662,-1.85463735764962,-1.90860902917988,-1.1474976544425,-0.575853682693322,-1.07033927578744,-1.82195987057714,-0.804819964897771,-0.366209104527408,-0.0399356839664131,0.00864551409743259,-0.792102475759581,-1.57559934915418,-0.250718727472396,-0.653470597311443,0.183307841046161,-0.481431705122247,-1.36559484901155,-0.604465421629388,-0.334969752218971,-1.0847266410929,-1.29162672475849,0.306666159108684,-0.901620136937673,-1.29272394203915,-0.522325607190494,-1.34440786340243,-0.549248766802708,-1.25934138011716,-1.36384715459539,-0.330523927304018,0.41742814913184,-1.43812463755308,-1.75390247521473,-0.573395289101645,-0.594598417546368,-0.534065650892462,1.37473915296944,-1.58744528529566,-1.55004361315929,-2.04444801734669,-1.93624111534602,-1.39674649782639,0.107292838981592,-1.61136436324496,-1.16456980652769,-1.55844314367233,0.866392713457807
"157",2022-12-30,-1.36851801617308,-0.671301387199112,-1.31986519680535,-0.974260290758018,-0.705704620223337,-0.721497816953841,-0.667040953523003,-1.47971212740425,-1.07590990190742,0.836112386779837,-0.931631094238014,-0.233930970739392,-2.11676887804487,-0.49948773228608,-0.660067128126686,-1.72212979245196,-1.94111509166079,-0.756839035399314,-0.626637173980493,-0.904532757153605,-1.89047352858238,-0.94709573338354,-0.509559808493325,-0.0784300028578912,0.321136426159648,-1.02128021007969,-1.61146501788415,0.559760917959715,-0.932393869118558,-0.219776544603204,-1.04862129212983,-1.51964577844447,-0.604398180048493,0.068279065144593,-1.01491323310792,-0.258044946752318,1.46954180949347,-1.0562498130948,-1.2347949225586,-0.596449812747222,-1.35886745868571,-0.806604002440885,-1.41171957576694,-1.32088691674468,-1.3664458140778,0.781147538989761,-1.40266259128805,-1.64828528784798,-0.572332617567284,-0.629317854319381,-0.712381233023527,0.534015429634726,-1.60766736365161,-1.65157876181536,-2.0616758682379,-1.77242036217082,-1.45552115835475,0.0650407341202117,-1.0644867179571,-0.7461940026358,-1.62387724056421,2.02100582735608
"158",2023-01-06,-0.494676041610917,-0.92228617440536,-0.98233074235966,-0.389216692462541,-0.698953476548006,-0.715005843655265,-0.912759985985556,-1.60389419926609,-1.16904480865677,1.69351223013527,-0.962330175432147,-0.0437300516626312,-2.20900777333538,-0.602917635529104,-1.46943163667685,-1.74207390002691,-1.88341557115134,-0.480256812782448,-0.924207443669182,-0.734789548201501,-1.66380490101966,-1.30710736672491,-0.67496585011161,-0.425441144192694,-0.563407956349636,-0.978660605129531,-1.43171653078936,1.00642706722287,-1.18226348615296,0.17206967537222,-1.22712777936722,-1.52006257009399,-0.731972723758425,-0.18777339121096,-1.17946967389923,-0.191872205260699,0.797564590698664,-0.967935381139753,-1.21653067640209,-0.522281449718342,-1.38802912340064,-0.306347822501865,-1.05962985470464,-1.34767011074549,-1.27564117906297,0.0404583329983298,-1.44792893047398,-1.74384057939499,-0.604503146008087,-0.759851564996007,-0.478628786615608,2.37863850272952,-1.60384503764059,-1.5646310590858,-2.11037635831638,-1.0537321985368,-0.947703670241489,0.151748759759836,-0.61051354669135,-0.468154022793893,-1.50200020489039,-0.00616139821992071
"159",2023-01-13,-0.211654055711568,-0.926238749049062,-0.939886770751337,0.0489660788843497,-0.738731456107287,-0.995941058603595,-1.09524036416155,-1.64751080609593,-1.20208012201824,1.60325803181496,-0.965576914494305,0.0973137098726423,-1.80571085807435,-0.759404408999517,-1.61462000676044,-1.58900762316555,-1.88602837437989,-0.360345904847436,-1.1400480751377,-1.19989851154481,-1.56941741731131,-1.37743066190524,-0.797017583586566,-0.87174226711657,-0.780357871944639,-0.839576853904417,-0.654560316056248,0.50669598734085,-1.25979518989807,0.468735773722372,-1.25994103913807,-1.52835137580158,-1.15409423047974,-0.200062326818629,-0.480922744886485,0.466071492091333,0.820078322582553,-1.02884592705103,-1.15658577526073,-0.524255870918527,-1.41296086658259,-0.383443546548256,-0.876432893168654,-1.40318182612655,-1.28860189780825,-0.27846309644647,-1.55219276434063,-1.89479922153903,-0.770838474535959,-0.700796017060415,-0.509503925307143,-0.4390230885843,-1.62431453055976,-1.82643325277921,-2.11458070388453,-1.18484223288659,-1.13225862569976,-0.615172131730443,-0.458855166927013,-0.431914902732498,-1.64091960396725,-1.31858150195539
"160",2023-01-20,0.149746636180436,-1.13967358835875,-1.14608211962169,0.383443762914919,-0.833546346287302,-0.935382853049523,-0.970251393334981,-1.58067678941343,-1.04273486084146,1.85152451551044,-0.967258787624128,0.212585418032825,-1.81439810989011,-0.738386978084113,-1.28678350505771,-1.62673441350399,-1.94458763562047,-0.078759155480889,-0.867499562783213,-1.12853851181647,-1.57397788804058,-1.41910774408356,-0.684288873932317,-0.632590405437306,-0.975535552755566,-1.23457265236036,-1.3159641611849,0.800960683214782,-1.22347930619169,0.365957621220476,-1.32073306823126,-1.50802179626061,-0.955930778096565,-0.254836695890734,0.782954739430459,-0.325417967687461,-0.355801185137407,-1.02769481706974,-1.14561573675601,-0.52888249797895,-1.45922506707734,0.982374691287404,-1.44930394023347,-1.45906079024665,-1.45192550837155,0.582758911700242,-1.68871973964089,-1.8662396387017,-1.02287617140518,-0.729534933472309,0.00402240700872531,0.451491326502501,-1.63350776639029,-1.77662729466525,-2.19008233784724,-1.18763580705371,-1.15988961225931,-0.64491057128333,-0.841333384398505,-0.743490489906197,-1.43470600558024,-1.725232119811
"161",2023-02-03,-0.218172889105247,-1.37249686209812,-1.4289051930068,-0.339021908601838,-1.28801098104217,-1.2327660691999,-1.1953871894703,-1.72133435015564,-1.38393454637854,1.25696563041599,-1.06720925457572,-0.324197424267361,-1.53980978073292,-0.840811025153555,-1.41637327113527,-1.60925562828542,-1.82830767677921,-0.720750993362446,-1.27626677545751,-1.55913275640771,-1.89480259219023,-1.42246290720529,-1.02463948570162,-0.976346701148956,-1.08108323109515,-0.456778783607464,0.0207282147538698,-0.338983965972864,-1.06114476728653,0.736056178469865,-0.163640378467638,-1.63541736302555,-1.04567375287908,-0.377550480823016,0.404813897855166,-0.611430228997141,-0.271002400214583,-1.09171763210139,-1.28449349433805,-0.670204918258978,-1.37306823957477,0.305889841073164,-1.347824243851,-1.54550622666029,-1.37759232166817,0.506233343284597,-1.83494076322747,-2.02982863333693,-1.08756200160419,-1.14729690184818,-0.783279059482431,0.28005211938002,-1.69658979722923,-1.90482419769331,-2.31848531256905,-0.532216340911751,-0.674838163740695,-0.805336796333512,-0.457385100138945,-0.405638529262237,-0.863406053928048,-0.775734409957469
"162",2023-02-10,-0.377421618019191,-1.41164099812616,-1.56602094590799,-0.0563486715141447,-0.963185520211028,-1.1817171890011,-1.14385100384861,-1.65390760390571,-1.49667402720435,0.686647600412616,-1.10513614955473,-0.412344636427298,-1.27946882222833,-0.725322043937865,-1.46273157833533,-1.6315969600488,-1.72131860547246,-0.463917020738836,-1.21798513175046,-1.63704810324328,-1.87531732431804,-1.45599463551655,-0.773373236965369,-0.755694418511979,-1.43948970847515,-0.704940035593735,-0.378066702235831,-0.173765067506858,-1.27278716240158,0.644670267721613,-0.53926510661923,-1.60475756099851,-0.207933826610327,-0.45680401467786,-1.17003513727523,-0.971339665868948,-1.00370994715617,-1.07898318228507,-1.35646509724105,-0.611806711384533,-1.1645137693055,-0.266724095225848,-1.44640300962847,-1.31024518841652,-1.44535051714054,2.1486199682769,-1.90177283218967,-1.19416597257777,-1.10107799636783,-1.08932411225721,-0.910010462416047,-0.612385932636498,-1.72378069527211,-1.92468967325638,-1.45249053084876,-0.441473899948702,0.275428779669015,-1.02955132806235,-0.301308464276181,0.00891141244941495,-0.243089074153994,-1.4870836537193
"163",2023-02-17,-1.04276121020646,-1.37226058395737,-1.74102468807621,-0.337511944904736,-0.904793500325005,-1.17122376764811,-1.31832143924942,-2.00374942828088,-1.51483574929124,0.16824373327239,-1.17889211037244,-0.843430746486902,-1.85590238381167,-0.896367800379493,-1.21190385218302,-1.60125065454422,-1.8662995473983,-0.711789020145366,-1.15747929496,-1.5806047949055,-2.12261853880707,-1.18790962960615,-0.876824164550649,-0.99677008413339,-1.37383506776695,-0.705407089153362,-0.40919190627206,-0.191080065079933,-1.32047749304394,0.258341277730985,-0.615410472517754,-1.64373858690385,-0.563667180848357,-0.867369905255836,-0.935727915793618,-0.771134370017668,-0.580908365753742,-0.788583565414824,-1.2339151413548,-0.684220889178801,-1.53887486400534,-0.0778467960056731,-1.4113523112383,-1.34789653037093,-1.4559340393544,1.42918764254024,-2.04692617824492,-0.754484860296532,-0.929433390740394,-1.06306786375664,-1.01223231258274,0.161376830160439,-1.21901979860011,-2.00439580831204,-0.322726200439044,-0.582001584834852,0.106885690711112,-0.841686629365186,0.00942060665152383,0.298653168975617,0.622058178596907,-0.626462597856798
"164",2023-02-24,-0.890793355338552,-1.39444395725795,-1.82646533047879,-0.357848212132727,-1.16556379530583,-1.09438930460687,-1.17040384212271,-1.70420746031481,-1.87739732414445,-0.253561938009549,-1.20334015078911,-0.939655617504763,-1.89910808346359,-0.326407712510451,-1.4418029278769,-1.85942845555476,-2.00109184578258,-0.70632757109702,-0.95002344153249,-1.15243362928496,-2.0829475012282,-1.4433460288128,-0.903057397303094,-0.936595171844904,-1.6502679632029,-0.676983296026514,-0.464659594632975,-0.504044160656758,-1.35603627555015,-0.185511004029692,-0.640356185365741,-1.05340150134963,-1.18347644804892,-0.950704572871034,-0.693624073911911,-0.954358906566131,-0.610410559856709,-1.12394457569468,-1.31420399687043,-0.748329351819015,-1.58601184805771,-0.123087483533124,-1.44894192154971,-1.57304823813352,-1.45173516292768,0.324524191056207,-1.99090001282547,-1.19280938479709,-1.2450931655449,-1.01823832599201,-0.861069763664846,1.14040353425243,-1.71781672820994,-2.06063599867552,-1.80595559204879,-1.05022420958849,-0.632512143722885,-1.00803927048034,-0.663951487928067,-0.0429193656066467,-0.240111287594382,-0.910429349188
"165",2023-03-03,-1.00291098262146,-1.33329656809134,-1.46531269912344,-0.610914568838302,-1.20885176883933,-0.981644310435983,-1.05566637666158,-1.6128404643467,-1.77347342380398,-0.439660546939082,-1.2835633943437,-0.946851740012065,-1.91092978420111,0.340503008393584,-1.37945337101728,-1.96846915043201,-2.04518308023344,-0.885980893841264,-0.937882777292916,-1.39925564996697,-2.00232960801545,-1.49683066761295,-0.926925272127019,-0.807172068204704,-1.66463635265534,-0.696353358533902,-0.916807862173485,-1.13781430707691,-1.43028256896645,-0.741861002489578,-0.62227724395393,-1.1414676845965,-1.45362850422456,-1.01469315242499,0.178309729684641,-1.13173361473275,-0.89931804042828,-1.12536422207982,-1.3452630948002,-0.732124927573002,-1.52857248600137,0.103884009226551,-1.37028836941665,-1.43824004023288,-1.48526616870282,1.70574277443721,-2.06908883620435,-1.01570525672913,-0.766780931812109,-1.12852979759875,-1.09392159182642,2.14594915783342,-1.59895123493538,-1.27337835656454,-1.01993297650909,-0.552024404414659,-0.106962809493459,-1.00821675040675,-0.47490791698211,-0.171303724692936,-0.339712477119562,-0.709723153799003
"166",2023-03-10,-1.28848958166417,-1.26358722392723,-1.41305868655265,-0.501047130763021,-1.25839502308507,-0.96437676114316,-1.16454443387208,-1.76525952818851,-1.56974320174201,-0.822840153070836,-0.644918273604198,-0.905972439086775,-1.80943756608244,-0.699398696577881,-1.04128340089476,-1.89544081424731,-2.06605300222257,-0.85574760289271,-1.12936320647439,-1.46370847807003,-2.20150057160806,-1.28611640648639,-1.00780643280532,-0.775509329913957,-1.72793194098813,-0.56547023843658,-1.23705552301746,-1.10081452010997,-1.47824898419898,-0.691057995187825,-0.969479371339689,-1.63308789781048,-1.35954891634026,-1.0902841351884,-0.724380646718192,-1.18354962592003,-1.02661711742276,-1.16010283133571,-0.867246418662037,-0.817696781872943,-1.73055997156907,0.0205440905217773,-1.29925508355025,-1.59048328688808,-1.54606377573748,1.78077563258483,-1.97595897299839,-0.670518791437286,-0.317886119113823,-1.13284008115431,-1.17052078455302,2.30801901780038,-1.57247821200538,-1.1595509542527,-0.845121568794238,-0.609809247961607,-0.514182920877704,-1.31997638076064,-0.5186503062206,-0.406331534535998,-0.591587448989355,-0.887856173620626
"167",2023-03-17,-1.23800515483189,-1.26216295783941,-1.37377776921655,-0.515850730051406,-1.2583590988274,-0.923299127932078,-1.2700654898064,-1.77145253937285,-1.68389548613642,-0.884608133005938,-1.40954678404554,-0.885511234556602,-1.74049868950617,-0.74380831455543,-1.12809894771144,-1.63598412982092,-2.11740570500901,-0.705348482551698,-1.3241886519972,-1.54091998633743,-1.86802511628347,-1.41208471197274,-1.0558230305798,-0.971177849703403,-1.54396193754609,-0.3948176557871,-1.1698639579492,-0.922369523983556,-1.52484724550529,-0.733897612396535,-0.642727489761418,-1.55915897099409,-1.36842139148766,-1.04107680582666,-0.899498139576712,-0.933968784428141,-1.08418229194052,-1.21212428197948,-0.482929738364337,-0.774421193015351,-1.7561191438878,0.196840755455367,-1.03354685676629,-1.53662530359209,-1.54991589779683,0.698846904982381,-0.569409143562162,-0.468334239725106,0.113485078421583,-1.18823413850695,-1.23127009514338,2.87731336783688,-1.0035130929333,-1.26778831440317,-0.352658380341096,0.110011143630011,0.2453561115706,-1.04374017777126,-0.74462470344149,0.573263364859595,-0.148243010959005,-1.04732035208935
"168",2023-03-24,-1.15265191250463,-1.21554145899431,-1.27008788075604,-0.727843204553301,-1.27681514457082,-0.918696811761774,-1.26540979877469,-1.67976088770742,-1.62707643904905,-0.919985012779272,-0.657905999096162,-0.907498028336686,-1.39071571534961,-0.934639251764976,-1.27085411334303,-1.66776283145849,-1.76719158610549,-0.815847406365446,-1.34100020800555,-1.57663904442233,-1.67422254750421,-1.486263696508,-0.985139534137622,-1.01159839302333,-1.69953086657751,-0.971962662566584,-1.15219814482751,0.504569440405504,-1.57785543714092,-0.554592157528187,1.02477601667956,-1.50031221218855,-1.43109439658994,-1.0116791145226,-0.999463790753042,-1.04415742226734,-1.09749992483762,-1.20687320698217,-0.171058437910078,-0.735389347373235,-1.7303171562437,-0.488192309545064,-1.39563743394877,-1.5336757645759,-1.51519607174264,-0.752670360606438,0.499852520775996,1.22488731730519,1.24170938289631,-0.275346363699128,-0.980155181910551,2.70708922449655,-0.309216513423319,-1.09762639070597,0.679648871248091,1.40296122031695,2.05983139366094,-0.0564535175013578,0.113585819259166,2.04279537647039,2.10215445808015,-0.328490941563754
"169",2023-03-31,-1.24642758524088,-1.17822714544559,-1.15907830478928,-0.588498769038118,-1.34522615671476,-0.990950671679908,-1.29514270097623,-1.64939649556118,-1.39317539059419,-0.948453607965782,-0.144338577176726,-0.87489704818554,-0.991820234246676,-0.896419331325361,-1.45776697090198,-1.66701722801282,-1.93265965520066,-0.787410798119984,-1.38869542656322,-1.76779346750948,-1.77624868583411,-1.53334868523553,-0.987856625889395,-0.995064218202379,-1.63340764207458,-1.14874449490479,-1.35609190564653,0.247634555755219,-1.63934032548238,-0.742361071435733,1.32316323566773,-1.44500991026678,-1.48394927575942,-0.91885496573571,-1.25814238093502,-0.703614340931194,-1.09508043307958,-1.22396016870871,0.126679650669046,-0.759692017883249,-1.6615109070702,-0.244301447264428,-1.04389432380183,-1.38978012750661,-1.47572563994678,-0.430140195987271,0.722850796372199,1.64227600287759,1.04505787053995,-0.569044589660808,-1.18040970504223,1.60041077641081,0.687474663528586,-1.42547823917494,1.59094426180401,1.7944284385042,2.52299361813773,1.2157474457768,0.695595394177624,1.1526532928135,1.27453421042381,-0.130279499806879
