"","date","CI005187.WI","CI005188.WI","CI005189.WI","CI005190.WI","CI005191.WI","CI005192.WI","CI005193.WI","CI005194.WI","CI005195.WI","CI005196.WI","CI005197.WI","CI005198.WI","CI005199.WI","CI005800.WI","CI005801.WI","CI005802.WI","CI005803.WI","CI005804.WI","CI005805.WI","CI005806.WI","CI005807.WI","CI005808.WI","CI005809.WI","CI005810.WI","CI005811.WI","CI005812.WI","CI005813.WI","CI005814.WI","CI005815.WI","CI005816.WI","CI005817.WI","CI005818.WI","CI005819.WI","CI005820.WI","CI005821.WI","CI005822.WI","CI005823.WI","CI005824.WI","CI005825.WI","CI005826.WI","CI005827.WI","CI005828.WI","CI005829.WI","CI005830.WI","CI005831.WI","CI005832.WI","CI005834.WI","CI005835.WI","CI005836.WI","CI005837.WI","CI005838.WI","CI005839.WI","CI005840.WI","CI005841.WI","CI005842.WI","CI005843.WI","CI005844.WI","CI005845.WI","CI005846.WI","CI005847.WI","CI005848.WI","CI005849.WI"
"80",2021-06-25,-1.77414010214204,-0.95377488007699,-0.969245881544428,-1.3900997023542,-0.648633759824928,-1.27753287939899,-0.437273829958472,-0.832889279172261,-0.867911802213374,-1.50855288391965,-1.0523538937536,-0.463476361657399,-0.732812461959369,-1.61228594329241,-1.25352657477389,-1.22798254910417,0.409834163708923,-0.806380259714358,-0.0657319824951396,-0.957964166690459,-1.48986067196523,-0.615908741262141,-0.780381317844176,-0.65216564366824,-0.466151915462583,-1.21531584634513,-0.795574176951811,-0.979003488651048,0.306330827878575,0.759120357608068,-1.40242773973627,-0.461108449911921,1.14196300727399,-0.570107796135448,0.0709037261361019,-0.5472574961514,-1.23081001761319,-0.944114132341277,-1.01612556107537,-1.60649369220513,-0.730436793416843,-1.59738870824407,-0.711894758995748,-1.04336220319118,-0.361504163253622,-1.3928068338699,2.17906965052746,-0.206163561798918,-1.04428499507915,-0.0511071880550617,0.960411342716255,-1.0591110419035,-0.300588123686642,0.024511202042496,1.45008612974653,0.800317959446568,-0.492887938900951,-0.946745967644364,3.1281413552366,-1.13158604883454,-1.02850579961136,-1.26007437841077
"81",2021-07-02,-2.00858174933186,-1.00054279218693,-1.16603247986218,-1.47674259890766,-0.597168405784265,-1.29253906753963,-0.316207364682146,-0.82449238384461,-0.957434462973595,-1.06697151781681,-1.13439115835888,-0.625343329470222,-0.68344579188351,-1.67264032440588,-1.23983460296479,-1.20550309424959,0.136092428833466,-0.686916087863887,0.293616122468544,-0.780204520766478,-1.43860211482728,-0.39679690766882,-0.710781606114183,-0.536236674156981,-0.930743004071915,-1.35255861190658,-0.918563259676094,-1.02696873270392,-0.150797967926528,-0.04828543583882,-1.38522726185628,-0.24872476731572,0.812014377094634,-0.746283937995044,0.174785000817559,-0.743735820545913,-1.27795951221772,-0.858480846995353,-1.43010405420175,-1.60316610979334,-0.799169923781634,-1.21655406990734,-1.27834209011972,-1.00810196908996,0.237263333889559,-1.35464417510047,1.82522790173416,-0.0638679235838413,-1.11173723047109,-0.344518870232727,-0.100499138941036,-1.05123459774563,-0.654427290828462,-0.839992202641283,1.35282042355088,0.599822477956296,-0.376830014846066,-0.842662386334342,1.71827069170415,-1.06673548414491,-1.10942620466352,-1.45759138299932
"82",2021-07-09,-2.02842691247945,-0.594998815244742,-1.16486388532348,-1.55056196119464,-0.166193599528308,-1.08765113552311,0.510875607786683,-0.63234819029799,-1.00712928912125,-1.45259458658299,-1.09201189476016,-0.715125682995707,-0.658917141879091,-1.64857738348571,-1.22801780792893,-1.27781059673255,-0.42276218969817,-0.608033231026796,1.31460316376267,-0.296679017286737,-1.1653955360799,-0.173914547298576,-0.53614177948818,0.617570676418123,-1.09011528728975,-0.626331769537499,-0.96244894228893,-0.988446267175916,0.0262412752554735,0.00551374474031667,-1.24700400298764,-0.0270348191715537,1.31018444779108,-0.285197758133284,-0.155891494160157,-0.869583457006082,-1.26152185682374,-1.1121034689707,-1.43902024919748,-1.67844536221226,-0.829899868090153,-1.10733651653068,-1.40841668526095,-1.10686433580063,-1.150972494467,-1.16651795314485,1.29623734404907,0.437498795587367,-1.0066177427027,-0.027540805417103,0.918143639940996,-1.07227645242819,-1.2060653694857,-0.639710824794357,1.50937434894848,0.248635514708799,-0.63695255390548,-0.9964171371983,1.08933317354241,-1.16219879350649,-1.16117654812859,-1.41777998461984
"83",2021-07-16,-2.05743323389888,-0.128775939671418,-1.06562928457295,-1.28284690114954,0.489869164442493,-0.348324023594538,0.914981910542303,0.292881358593418,-1.04082253914901,-1.05066145475711,-1.1496224026661,-0.830452792955043,-0.765929052676206,-1.29671007776288,-1.35058570118188,-0.90644348814855,-1.15332640078792,-0.623877375021614,1.62515432596731,0.277444546731519,-1.03755090629892,0.575139440007881,-0.165423109231869,1.34032283882357,-1.05741979829396,0.445675806911924,-0.92486641346863,-1.08142356407101,-0.255023091799628,0.374316464112901,-1.3846006739889,0.13199533495758,0.788473867924638,-0.379702926122111,-0.403095757534401,-1.01222992078458,-1.2208889487081,-1.15404457558877,-0.958170463031928,-1.6791436857483,-0.897090237396162,-1.11578288625057,-1.17175559897693,-1.15628705065166,-1.04787111167581,-1.16442959878205,-0.0438339022135497,0.924782954171217,-0.628091255786141,0.521408357580555,0.499824512363909,-1.11645282432101,-0.40591379770017,0.0929766803034583,3.13461575408399,0.885008313584601,-0.0987365015971316,-0.728482463308714,0.420757247349828,-1.24336046320015,-1.18266515842301,-1.20838376389758
"84",2021-07-23,-2.10078891242589,0.0712504763089358,-1.01322076391669,-1.34003777817468,0.485359313089976,-0.234328869021084,1.04549323147366,0.404069852067846,-1.11270920071462,-0.958952916060884,-1.18892395025349,-0.834969370771072,-0.975259845808461,-0.951854441892219,-1.4688258434638,-0.57742754138301,-1.21320367803238,-0.629980508071381,1.81188760779381,0.499043371291372,-1.20248918109723,0.629910371727354,-0.121635409607155,1.35695137688241,-0.766727808361211,0.396313850561112,-1.13910722654394,-1.09510580521221,-0.794995081320444,-0.00915831416292103,-1.33275045591094,-0.158306579762563,0.726477643490674,-0.58285458200279,-0.80655049692418,-1.20594267749017,-0.937915349428067,-0.978322546953198,-1.75810876115658,-1.69630052976585,-0.862405016427799,-1.22283608165235,-1.12676587541233,-1.08812595870784,-1.11713240455926,-1.08508947798581,-0.409896194848491,-0.031751141772493,0.240402394004248,0.102112150522346,0.0865916786426146,-1.09761118170954,0.254470674386716,-0.337282195706409,3.07408043444893,0.545368977023754,-0.116923540049456,-0.738222888730501,-0.39935818564093,-1.24854879783318,-1.21222708399728,-1.5054880278704
"85",2021-07-30,-2.13131958201617,0.109221276039542,-0.946014163145536,-0.423025570036136,0.32444609587649,0.10928555648387,1.17547182021139,0.471290810990276,-1.16574678317926,-0.963153056844542,-1.20876643340314,-0.79189009291852,-1.22680367022714,-0.817380800876516,-1.56810697942894,-0.069292170492799,-1.05299746232264,-0.728346074706098,2.31098702218077,1.19890439366286,-0.48195028162145,1.49572362841621,0.629717126685248,2.0561879208184,-0.603468179858571,0.657757006017489,-1.21076525371788,-1.06975310499494,-0.939252618755802,0.347760311151947,-0.828717348722006,-0.359395065440794,0.993868618767086,-0.44780976039411,-0.916009962906939,-1.19292526243734,-0.860773186535202,-0.481233996821442,-1.7015465462131,-1.57576900218011,-0.922656473995505,-1.11537706805884,-1.16455154758537,-1.10140367485884,-1.17954690872481,-1.08736396295103,1.29992356617024,1.39578284541779,0.992053955290127,0.135977166644717,1.21258754730326,-1.09546095744068,0.906775762491615,0.35193650758639,2.8798997637539,-0.403154405922948,-0.0293694735263366,-0.621200675739785,-0.458195876394811,-1.29732632478825,-1.25587327931654,-1.49880695070971
"86",2021-08-06,-2.26123367770623,0.516775738296197,-0.867956881020144,-0.0435313295053012,0.135293811451884,0.214627859305123,1.0909356941736,0.350425663080239,-1.18499912123966,-1.22707754413674,-1.23941035178417,-0.542538866320865,-1.1037997934762,-0.697792732478043,-1.52813748632087,0.539465928382025,-0.926025783940244,-1.13132104364201,2.5729102696538,2.04281290413839,0.107057835150077,1.657077543497,0.744522438203611,2.03887891626619,-0.404140434353256,0.908307189328013,-1.1521286845842,-1.18591055692737,-1.06382572313966,-0.253079300966708,-0.362523411847685,-0.468507025279524,0.561750468459174,-0.412579388196796,-1.00614390572469,-1.23111571531304,-0.848849195166317,-0.0774030280410177,-1.68988240710788,-1.69089539519959,-0.899794240700087,-1.2689410441526,-1.11395544422665,-0.808722656924006,-1.14916982482386,-1.01153861244261,0.752595766968598,1.20209658985464,0.0513800628462944,-0.0285146504001782,1.31468152933288,-1.13214870178713,0.606521314897763,0.873124020607874,2.82481936799829,-0.511210271418167,0.329978087714394,-0.715903014463884,-0.796051886825965,-1.11783847254777,-1.21453923444137,-1.566009449557
"87",2021-08-13,-2.29709851472509,0.325593333754447,-0.708445494853144,0.227082775668934,0.316360097240322,0.844209568816146,0.447245266235961,0.565080924422386,-1.09809738495726,-1.39321501995996,-1.27221763065065,-0.604065284632622,-1.02737884073319,-0.577692063853605,-1.33617094615085,1.25938201229404,-0.912925992035384,-1.17667018622499,2.61233842280456,1.99394331464532,-0.628452746867424,2.25500527417268,0.272211664990079,2.15097509746022,-0.322783731119695,1.46751544595696,-1.0806394585363,-1.25125557511696,-1.11025122034115,-0.436610294035373,0.00732730622851559,-0.486693721540758,0.578978299313149,-0.574581426017925,-0.884838218887218,-1.27363532482131,-0.620596422937922,-0.197984573621696,-1.77910291932866,-1.69147358078824,-0.965228081478351,-1.28160220506314,-1.14595128113854,-1.06774729925096,-1.25402353036214,-1.02517298053936,-0.0449997310742385,0.120141272928942,-0.295493120219226,-0.0373396692802712,1.39891967016952,-1.16017944348906,0.225115321345391,0.443360978233233,1.52506400553135,-0.759896960767132,-0.358570310249907,-1.07807609664937,-0.876639378748882,-0.588631715045493,-1.08926423285116,-1.56368574668255
"88",2021-08-20,-2.37492625009452,-0.13664437853024,-0.356126309301604,0.0678888358232068,0.0574527700997025,0.684812854200845,0.241439008703201,-0.171532270541688,-0.718051231677223,-1.52154725791175,-0.966489398029359,-0.265835232330426,-0.709304955233098,-0.0722304440578978,-1.31803246531404,0.0983123617725356,-0.314375725209952,-1.09299006957729,1.82640923170636,1.32094625737214,-0.823579290417168,0.975496141712224,-0.274578951356701,0.915321465306819,-0.321131593015224,0.438294280209136,-0.912777531131285,-1.15904740006062,-1.16036839398957,-0.251456941411431,0.553202367712665,-0.701598810375219,-0.108512116113451,-0.811175581329154,-0.779681994807347,-1.31869017655265,-0.696835890682925,-0.392130657421177,-1.69981075750683,-1.47247317746013,-1.02237414766102,-1.44717910138791,-1.21458290951302,-1.23169168778516,-0.987268398232338,-1.38561021136968,-0.922258599747916,-0.85516053301071,-0.45922231450717,-0.609761700967044,0.535032421922328,-1.32816648524344,-0.146925974083468,0.569020306064564,0.330303975461424,-0.964078349602362,-0.839138215204671,-0.752404179405594,-0.869132116891551,0.117768953860892,-0.980047553362827,-1.54177611549055
"89",2021-08-27,-2.33928854858076,0.432959843454044,0.54892639544387,0.141895270260149,0.429768526397807,1.07587148074931,0.788163034091871,0.13995500792465,-0.455216604312204,-1.5615716166097,-1.17491007230454,-0.111496283550174,-0.852261837929678,0.324897370166322,-1.04872459119192,0.369066237369498,-0.393539731085719,-0.787279359012481,2.46947854852541,2.88822291949908,-0.533868837932093,0.841234367259551,0.0375035967409429,0.460250906046714,-0.373977185284404,-0.222538231435503,-1.08567683596438,-0.959694513987366,-1.19310437223196,0.401795314221552,0.449046216747599,-0.635712935425732,-0.726259321794342,-0.83241241345681,-0.807294239539407,-1.34892489300082,-0.922897937895226,-0.911944452197383,-1.73063464047679,-1.17107278588679,-1.0230259351186,-1.49184698657228,-1.2029347977963,-1.44391653832766,-1.09955618435783,-1.43094399905006,-1.31410633510117,-1.03475488569924,-0.968323714524888,-0.399024259699499,1.10059579092989,-1.02745764059782,-0.505669824096049,0.414160642407208,-0.0243273457860625,-1.01519173282089,-0.863439631402328,-1.02983412029547,-0.832061678800895,0.618976487258235,-0.921202723352367,-1.57092733893775
"90",2021-09-03,-1.38877222381768,0.981583432543796,1.35407972354866,0.82013783164541,1.11272286515686,2.41096736980205,0.751403049766534,0.0586781998706439,0.791569092770215,-0.73723651332208,-0.469474429587571,1.63507724169862,-0.639748517862786,0.812333863481159,-0.37728961922097,1.38321473641674,-0.0437584265605995,0.0404352981270205,1.66704322759035,3.11042067454611,-0.756261008959918,1.76427914037426,0.61130642231537,0.556499347364614,-0.94272135249199,-1.24994257941968,-0.979124820837044,-1.0513842943142,-1.24719859670815,0.768534734925467,-1.35717508345591,-0.553122752022675,-0.791766107630989,-0.789268629816741,-0.361524596211464,-1.21182728452424,-0.989893448893192,-0.432865737578751,-1.73216289510134,-1.07128451606802,-1.09841042703078,-1.65403259229121,-1.26453408121744,1.5997588257908,-0.93830948206441,-1.4964919338901,-1.43192433332871,-1.24188348161838,-1.05743125622256,-0.435952047768887,0.916300420513255,1.08949911892219,-0.619478229900654,0.59620875859853,-0.378647158166352,-0.949221587015338,-0.538663898176307,-0.948784884582913,-0.807822414584046,1.56272306634083,-1.15789889647484,-1.65760915046074
"91",2021-09-10,0.00969868712592444,0.0727523181722764,0.670945220298481,0.821156675209448,1.13572706562421,3.14476057737597,0.652447340057275,-0.565989941313196,0.556319624899382,-0.798595965180965,0.129745640466327,2.55647722664838,-0.568562599216304,1.0547678786466,0.921281772107575,1.2468340192988,-0.205658627335588,0.0907995118245152,0.57000588173933,2.49387059150333,-0.773521615930796,1.77349064115131,0.114632353548919,-0.128183167760894,-1.09670974304151,-1.33143063906274,-0.659889756201308,-0.96328178958239,-1.24854120734267,0.918871264036736,-1.38078212345699,-0.720198467809439,-1.0047075534492,-0.936559917985609,-0.244085840055889,-1.24056290845914,-1.18240237370764,0.149347763917935,-1.71913522030808,-1.13854159590857,-0.905438590267157,-0.131546792586113,-1.01866101730864,-0.197078037416155,-0.692428696922819,-1.47087456336145,-1.73128036265524,-1.23453599067593,-1.00626427474948,-0.540244038991315,0.213091753432018,0.76321315411949,-0.98110009040279,0.156405750709231,-0.660228431717092,-0.915494277483475,-0.741572986771369,-0.451143486732332,-0.262863445019333,2.90548178570007,-1.58188208399316,-1.70725350547239
"92",2021-09-17,0.503765434926624,0.458659383165856,1.04994953182648,0.938775573772191,1.62091529094219,3.3645748234566,1.04143784095528,0.0918394513288058,0.45591578523011,-0.922981322285762,-0.0911830179822925,2.06569625229868,-0.136400736680597,1.00186072748488,1.29658000969835,0.604690406618705,-0.745296760902819,-0.568712053117229,0.0921121704756962,1.44400404220352,-1.25506985519256,1.23906417661896,0.295537460293537,0.172954969515735,-1.13219863939682,-1.19751850244907,-0.844475531426736,-1.10320616519059,-1.20778313199947,0.195850765649035,-1.22231564578274,-0.454544438681385,-1.17805647129217,-1.06533701264375,-0.156165699511234,-1.2425199673571,-1.24119278615296,-0.659988040692911,-1.7109252810669,-1.12237820977754,-1.07284710951667,-0.191751141865039,-1.07560412562196,-1.1244856840298,-1.09025485654074,-1.34956673615674,-1.57867755979141,-1.45600894436447,-1.45226889395738,-0.80236603602321,0.287215811768119,-0.510080899971038,-1.20862308691786,-0.630571373285158,-0.691304538241201,-0.986614559171727,-1.03053364473201,-0.694886468582167,-0.463922162012475,1.95734384141623,-1.3836253097125,-1.71635243581781
"93",2021-09-24,-1.25087251354839,-1.10935959055501,-0.196568327398056,-0.886965068675188,0.624604207939701,2.26258347886036,-0.510799406269191,-0.677230694945929,-0.842292282908285,-1.26296926368273,-0.897190510749191,0.498594735839105,-0.950705413309527,-0.49474270883338,-0.310403800586833,-0.621371739556334,-1.36177303935307,-1.44866992454417,-1.82710796328467,-0.905481989589213,-1.77931047484556,-0.603407050267512,-0.936855274752575,-1.44696847070018,-0.95673150363691,-1.28994717796001,-1.39680662522786,-0.717337771656664,-1.40054306294889,-0.478971609798999,-1.30374490525395,-0.767096940267762,-1.26411656545705,-0.777366954226459,0.239793466343519,-1.10774678055869,-0.331816816672977,-1.20326026555905,-1.47460615395618,-0.406993329490987,-1.11203337799107,-1.34074311333369,-1.38165022461674,-1.57335273944127,-1.43866175565763,-1.24958584309221,-1.78479024464962,-1.75200285093294,-1.46439992620374,-1.25331368661051,-1.2361899406884,-0.858859960534032,-1.29248225595563,-1.16955203367346,-1.1312860265257,-1.20907601306307,-1.28505945537266,-1.07187083682763,-0.89773232920683,0.00313651026266042,-1.57654561689166,-1.64715883048143
"94",2021-09-30,-0.464356389510969,-1.18401989427962,-0.0506269157808234,-1.22029810937334,-0.00480088249023444,0.536154894122318,-0.74965271790813,-0.973659009564118,-0.852409113801444,-1.31144758890358,-1.0886301374852,0.68926390253487,-1.20319791777754,-1.01190874196072,-0.463176120570787,-1.12225057601437,-1.50177316955348,-1.6896296001059,-1.72185834920686,-1.00883141900631,-1.76546351764938,-1.02222642861354,-1.11589441374565,-1.54790725382091,-1.09116252634061,-1.21071775764501,-1.47315845479133,-0.443512424227816,-1.35795631797189,-0.58495023765497,-0.281039216818301,-0.915541088585739,-1.34595826411306,-0.783778469620216,0.238744615881078,-1.25567776486677,-0.922566036459518,-1.30084175540731,-1.30040702664477,-0.547204001730064,-1.1264810554884,-1.2917037062161,-1.43254176453045,-1.03940909875095,-1.49003485667681,-1.2322103725809,-1.86398287911286,-1.7977788042309,-1.54543950605928,-1.12100437438954,-1.35625671075887,-0.663687546926004,-1.38189632719713,-1.17785961063544,-1.11745992493589,-1.23125335050962,-1.31379329389836,-1.15511614101374,-0.828993836547718,-0.193599285133533,-1.58867805866542,-1.65704293343376
"95",2021-10-08,-0.907744311510311,-1.26699607815115,-0.97652120252234,-1.72997081576908,-0.800106948431481,-0.135194399719553,-1.09417673153607,-0.541857224641777,-1.31640794167373,-1.26962528766662,-1.5335709162497,-0.259374072014393,-1.00802653575453,-1.46678052256554,-1.2407648953199,-1.07767393462568,-1.8352224467149,-1.95355180360934,-2.40443963504582,-2.00087189872858,-1.20873326619291,-1.58289478086794,-1.77825257393997,-1.59272939915191,-0.910440966595196,-0.540639618481667,-1.91875495505778,0.203400533953773,-0.505193965803032,-1.29382077137413,-0.904191321969953,-0.313427519947705,-0.323110144100604,1.21573096546892,0.814308620461148,-0.482569271676923,1.71562374579035,-1.3545616659937,-1.14126116643077,0.821452304895412,-0.865350763849302,-1.48857514456235,-1.16030084667365,-0.935643848838803,-0.491097799950527,-0.970715581513411,-1.58036194219183,-1.65427528246618,-1.12573256683148,-0.312899795982833,-1.23207519325761,-0.293003423918432,-1.30276474782005,-1.06809220896443,-0.642770927865068,0.177368948382474,-0.273653681737665,-0.801911933097086,-1.29353542900509,-1.10461278797846,-1.35800659364428,-1.05480249883191
"96",2021-10-15,-0.0607354942580073,-1.28751037530381,-0.809773490300611,-1.50003473184646,-0.81050151108248,-0.0126551320161368,-1.13402372820922,-1.08309503997274,-1.43013577468066,-1.35718556187186,-1.52642174116539,-0.607991243474183,-1.00794301135348,-0.967026336387354,-1.16926232890436,-1.17606782350201,-1.8771468957948,-1.96832728072823,-1.17952837482836,-1.05030805274923,-1.47506776477475,-1.38610887978136,-1.44150930707708,-1.61940469361296,-0.972994376745066,-0.79189843377474,-1.6802564430057,-0.443484951325378,-1.22071246795741,-0.387750399407859,0.592639177717921,-0.680064416579094,-0.431520143347488,1.94299079953681,0.197363865980585,-1.03140678807306,0.767343925431432,-1.3082474859865,-1.30308721968415,-0.833929618839852,-1.12360371184093,-1.55626135258072,-1.56845009964947,-0.871145916714,-0.817901016555091,-1.18763360032736,-1.88204824192312,-1.81248035111654,-1.38695030423725,-1.24627265325635,-1.40334267121118,-0.380358452562818,-1.42975733023806,-1.19944477998304,-0.938579438022583,-0.0960157845717819,-0.0747606514384839,-0.947395540012319,-1.22497323153356,-0.951292235311785,-1.56721256198527,-1.18597009546828
"97",2021-10-22,0.496640263437618,-1.07156340786508,-0.810002939972988,-1.46453770752095,-0.936322958139303,-0.218612656826348,-0.886844588533688,-1.1807219145258,-0.876682615110524,-1.40513711449135,-1.60444170745285,-0.943070121960972,-1.42990076260476,-0.740567538718693,-1.31088798747102,-1.21278956717908,-1.90379948968125,-1.54321801558065,-0.662353708336661,-0.845945894919998,-1.69060552898026,-0.729659883299283,-0.60516838622288,-1.37378254869431,-1.00974476591238,-0.729491196630566,-1.67942091634729,-0.833826339306891,-1.26494297321764,-0.367522243605166,0.133368763392095,-0.960377114089934,-1.50327382271884,-0.872264091998095,-0.455840389236009,-1.33597023452859,-0.701244621855088,-1.32784047953153,-1.3469357236792,-1.45062414472473,-1.23187487021668,-1.4888155792797,-1.18642839950278,-1.39454587301232,-0.953117672395383,-1.36332092513873,-1.88498240199511,-1.90704327827474,-1.37366326375973,-1.3501187570647,-1.20685093637278,-0.889166896505585,-1.41649901216209,-1.18160058223125,-1.21875613959281,-0.749459307738558,-0.650693047516132,-0.378133875701405,-1.28381034449089,-0.603904350357449,-1.56626201047319,-1.11146605143096
"98",2021-10-29,-0.0785779715586388,-1.26001519529145,-1.05514997383001,-1.65221614713518,-0.890806074553506,-0.942548699842342,-0.98876806573563,-1.16609050241323,-0.979417573490274,-1.38744847600141,-1.44174705572262,-1.69570319808603,-1.25061815986456,-1.13900939485113,-1.12392549417196,-1.29821353468117,-1.96676195175222,-1.89092778238439,-0.939098786801045,-0.997806139633985,-1.5098085590469,-0.724532888415737,-0.771333819893588,-1.38110029478105,-1.09120524869829,-0.769224269525295,-1.82901347266549,-0.664096526185777,-1.27839257398423,-0.96169855175456,-0.560682968433495,-0.371065463977714,-1.55268095084417,-0.477469113380934,-0.408322708919654,-1.51386853606553,-1.18852696386256,-1.43175326571984,-1.35938815758847,-1.4318283212508,-1.21606023534315,-1.42649824787882,-1.17157525189277,-1.46896497463265,-1.29309360652114,-1.23909995431254,-1.86884058788376,-1.88168129800523,-1.33359722450424,-0.854385152012644,-1.32422255570596,-1.51748874591721,-1.09963160114492,-1.17351320767795,-1.19355787425032,-0.782094796676292,-0.735704576075473,-0.0516501445195581,-1.43591247922695,-0.992930867407723,-1.60505757028842,-0.8085005876955
"99",2021-11-05,-1.6940341852759,-1.28842176059686,-1.25742999492829,-1.57903243274318,-0.372948901593197,-1.11274075093207,-1.04228455936126,-1.19548831150607,-1.03790321187208,-0.391202998748678,-1.106529028474,-1.64779239566584,-1.14509018074291,-1.26534949594374,-1.22982713898147,-0.864910898824819,-2.05484171359678,-2.01787921375424,-1.03867424703116,-1.17312939849769,-1.26941360317592,-0.684964168467566,-0.414717533894713,-1.43699885692708,-1.26014918534032,-0.745065357268968,-1.84433167805694,-0.816888082592368,-1.3815525852503,-0.983424209474862,0.672720095374668,0.0697854171715773,-1.73515398680294,-0.291364494570099,-0.509324848955506,-1.43389671518245,-1.88069726544251,-1.27597096190221,-1.48553772527546,-1.39806377588446,-0.311039247725837,-1.51632429681028,0.526959966453775,-1.54332076492807,-0.896126685632424,-1.29844012940113,-1.92596558140507,-1.89068704811442,-1.61057101172263,-0.663433762051585,-1.26938887007013,-1.47834866706185,-1.48566551225431,-1.27920570530128,-1.14320439854802,-0.679624816471286,-0.866826399457012,0.391881632087972,-1.41520343680598,-0.986900024932488,-1.64012820735671,-1.49320435940549
"100",2021-11-12,-1.51916238099545,-1.3084768803291,-1.21872361207306,-1.62416630462776,-0.616397476797929,-1.12384151676125,-1.03444685290838,-1.15938490016351,-1.08265226980688,-0.848213076572319,-1.33810404541681,-1.72543226745235,-1.79722266036491,-1.28922672618469,-1.45647299408124,-0.853915205388244,-2.00252498140108,-1.85584526627187,-0.99548374436656,-1.17976907422996,-1.57836046175975,-0.788872093919611,-0.621826247503771,-1.46179609479324,-1.19365170977075,-0.550375252678972,-1.85631232972313,-1.0205766317252,-1.51824135371869,-0.964441254330123,1.33052476329458,-0.264990327138321,-1.97323419794449,-1.13120816740434,-0.527201492795397,-1.66835949796159,-1.92638385987429,-1.28759281303879,-1.27483338578735,-1.00354749503692,-0.573532376477471,-1.76750716617922,-1.08268043713732,-1.67020257832135,-0.870386734052032,-1.30592319584966,-1.93265299491846,-1.89772439427526,-1.75235319410045,-0.971332999666867,-1.21285540550765,-1.53767335574458,-1.69920965023365,-1.13041159149983,-1.03471402102755,-1.32275726534857,-0.914386707965486,-0.39760217849899,-1.44548081080851,-0.911475313775803,-1.28686247418457,-1.8980909225155
"101",2021-11-19,-1.48040450603099,-1.14655954345555,-1.30604178772838,-1.66397204266269,-0.945466606020609,-1.14050879564856,-1.02832024386692,-1.41204405840659,-1.12083013371362,-1.30801146776693,-2.08639809599856,-1.75947604016754,-1.79280577553089,-1.31709476354533,-1.66755231973599,-0.893217580650018,-2.09337100907461,-2.05125264869142,-1.01810893651404,-1.17597142263285,-1.73907121697836,-0.535668400388011,-0.71928497986341,-1.45635030082237,-1.25732263446869,-0.589645343105962,-1.83398199747225,-1.02045346032327,-1.5550857357165,-0.97213706690422,1.05865048755188,-0.989034734916427,-2.2074608840653,-0.930432203957767,-0.76789119137529,-1.70598692515858,-1.9907925143335,-1.27353963119289,-1.39098885319746,-1.03296563231552,-0.955271059556181,-1.81624752462752,-1.53195333353312,-1.72268818036779,-0.896005113226745,-1.4770028462655,-1.66922640152205,-1.94695918650503,-1.50883042177615,-1.33903383857799,-1.04222989039116,-1.63682470545605,-1.66778070129147,-0.938079916059813,-1.14125656808116,-1.4260015799869,-0.986154181296978,-0.66295658509563,-1.39377274450187,-0.61582749341465,-1.11570293737464,-2.05331305740121
"102",2021-11-26,-1.47670629086573,-1.29917638303463,-1.64603845438901,-1.73559251503613,-1.2614420721581,-1.15780810050267,-1.03959829168997,-1.38674728406604,-1.18550359454418,-1.50222507325147,-2.05236355063502,-1.38918741344159,-1.67919009926266,-1.33795793224156,-1.82700755008424,-0.619387345116342,-2.10415674338031,-2.16045913436487,-0.947821624122262,-1.17381281641895,-1.66598232928932,-0.395062844180147,-0.618881194381225,-1.39944898685665,-1.35070824021105,-0.79248402909731,-1.77370084034555,-0.871872344293814,-1.26496185506422,-0.967013913221114,0.918163638229711,-0.9890336026808,-2.12434287081989,-1.23066759358143,-0.918994729983923,-1.76364193591831,-2.12534004597169,-1.36427750194485,-1.42226105379364,-1.47501863826417,-0.90777954341048,-1.52734535624603,-1.30152648073788,-1.74765770036648,-1.10464484918731,-1.01979123239083,-1.92804349820663,-1.9714899370302,-1.90949574023442,-1.44594671627088,-0.816950704059334,-1.64668083461851,-1.67815566056321,-1.04887363676105,-1.54807251209605,-1.48808474008844,-1.09653137366422,-0.674406158776934,-1.17923676779578,-0.337310581226198,-0.907280902790246,-2.08865304342917
"103",2021-12-03,-1.52755900101954,-1.36074784060954,-1.68085230894739,-1.69463741281283,-1.01904735566623,-1.17869152364547,-1.05572638735439,-1.48703176479213,-1.13605423016606,-1.41194254161534,-2.08269228645789,-1.60434150689598,-1.67282332368996,-1.28455895516161,-0.313310642146784,-0.799427078464515,-2.12512463878737,-2.39042286722238,-0.921232896138571,-1.20224818385876,-1.7055402481283,-0.576737067568216,-0.749138666256525,-1.35958445465958,-0.829394159366136,-0.829249491834136,-2.00218480973749,-0.946498856753404,-1.3890829555172,-0.995259639408148,0.880327464780381,-1.09915368053644,-1.99817684878753,-1.29082772396319,-0.896465055057077,-1.42699961425587,-1.65867582572413,-1.57556223507821,-1.10284885113199,-1.64847874239382,-0.879802842391166,-1.84680153864737,-1.26341581186257,-1.79453270954602,-1.07486532743472,-0.830092608572595,-1.94343958535321,-1.99730078671471,-1.7914788479001,-1.42113377878284,-0.76274309612672,-1.69685665915241,-1.77588584901886,-1.15653066015971,-1.55838632525162,-1.39651634292539,-1.24399866640613,-0.646453734567454,-1.41486724796972,-0.724381304142767,-0.787063358320087,-2.16376564631839
