"","date","CI005187.WI","CI005188.WI","CI005189.WI","CI005190.WI","CI005191.WI","CI005192.WI","CI005193.WI","CI005194.WI","CI005195.WI","CI005196.WI","CI005197.WI","CI005198.WI","CI005199.WI","CI005800.WI","CI005801.WI","CI005802.WI","CI005803.WI","CI005804.WI","CI005805.WI","CI005806.WI","CI005807.WI","CI005808.WI","CI005809.WI","CI005810.WI","CI005811.WI","CI005812.WI","CI005813.WI","CI005814.WI","CI005815.WI","CI005816.WI","CI005817.WI","CI005818.WI","CI005819.WI","CI005820.WI","CI005821.WI","CI005822.WI","CI005823.WI","CI005824.WI","CI005825.WI","CI005826.WI","CI005827.WI","CI005828.WI","CI005829.WI","CI005830.WI","CI005831.WI","CI005832.WI","CI005834.WI","CI005835.WI","CI005836.WI","CI005837.WI","CI005838.WI","CI005839.WI","CI005840.WI","CI005841.WI","CI005842.WI","CI005843.WI","CI005844.WI","CI005845.WI","CI005846.WI","CI005847.WI","CI005848.WI","CI005849.WI"
"64",2021-03-05,-0.712886123738359,-0.643851171673431,0.30273959881121,0.513381098256037,0.651353668875516,0.454939773199248,0.444135894688455,0.18049657271302,1.24993049987805,-0.693946019121855,-1.04731411195782,-0.23047244993776,0.0325296039340311,0.985131569452317,-0.773382266627823,-0.28651903557793,-1.02641942860973,-0.648266518757613,-0.531408544839676,-0.488508971629417,0.234483721338562,-0.390224530506036,-0.35605711208166,-0.626603355876879,-1.22618201973868,-1.83174774445817,-1.76372892935365,0.00449084084964663,-0.0468006262909355,-0.909973895836639,-0.265524205105175,-0.621240873960497,-1.00995109683603,-1.07023410529718,-1.22407620311074,-0.858299502567987,-1.37645514672984,-1.25798204269216,-0.992150933561423,0.583220380098186,0.93906378985532,-0.919351524913887,1.33484919480361,0.130229529697522,-0.36207114293831,-0.917254905841453,-1.37046916667246,-1.4336261571649,1.05837607727206,-0.102322135124106,-1.50329368991579,0.410517820087425,-0.0391091624445477,-0.000212322432301718,-0.296492019804228,-0.136680535378287,-1.59874278403957,-0.829388143705553,-0.23952963336569,-1.10676289399981,-0.799553043132361,-0.723811099026618
"65",2021-03-12,-0.768183124134163,-1.35790953180324,0.331621971102111,-0.0475333552001657,-0.104339175557334,0.226448155738184,-0.30554218089936,-0.147671142136427,0.377688872548961,-0.518972651400899,-1.07565540330793,-0.802910861306833,-0.750976432841406,0.588473528450636,-0.652034345658314,-0.143922847716694,-0.722758594444118,-0.522252309651429,-0.801985157975533,-0.931523305581602,0.598975683980128,-0.684110143550727,-0.900873067301191,-0.333953409713047,-1.30269988409248,-1.98654110454323,-1.74425206999413,0.298333430095959,0.493346923123596,-1.11227856778956,-0.58708723176702,-0.278114971302925,-0.206318103618435,-0.437871435836974,-1.22385681335074,-1.18358457179999,-1.55341760281439,-1.27801605255567,-0.892708973634067,0.859811825613637,0.914525755586164,-0.976757296612536,1.37884885865095,0.505154295891962,-0.0919498280086225,-0.712037152737345,-1.28637428279438,-0.507956428465762,-0.384128088142103,1.05708487745114,-0.930013580683626,-0.209885662499243,0.0302318607985024,0.396736221083322,-0.0673359918632406,0.0421942322941927,-1.58251524361422,-1.31589495124639,-0.215583893906271,-1.15715055005273,-0.593826016118135,-0.328147204787216
"66",2021-03-19,-1.10132496133429,-1.5292157158225,0.195777221607792,-0.177870064631668,-0.248083822381779,-0.0441984573920358,-0.600885589445923,-0.185795522005197,0.397016763451178,-0.528394247685146,-1.11574718165409,-0.59337246720483,-0.590937250843796,0.515722467470533,-0.630535095209043,0.735720128200479,-0.946188851360045,-0.0503338127766795,-0.824637164862591,-0.905594294588794,0.0952414987870743,-0.618638302382432,-0.982662293132118,-0.340303990510339,-1.34709862724559,-1.92197690698782,-1.75024497332743,0.301666874128686,-0.179678203237095,-1.22864319806829,-0.613386731371236,-0.0340121991001879,0.655603699262168,-0.303653834091638,-1.42829972923765,-1.32034688870881,-1.44984583343375,-1.3058953713711,-0.984706580905678,0.69747261685292,0.518365533095209,-0.843531472050288,0.381008174270849,0.660927263154982,-0.373673165981408,-0.606566281286497,-1.30479186881723,-0.0477858239625309,-0.56900049772346,1.52471630396538,-1.22011256810801,-0.142063127384122,0.162763893555739,0.309585140394353,0.00400713882407176,0.0610203843028267,-1.60798938129979,-1.3056548855131,-0.470530787793903,-0.965792945672359,-0.510615634869589,-0.0840285777421578
"67",2021-03-26,-0.836395663719432,-1.50390463815945,-0.308443920048153,-0.312683108539033,-0.691143320213611,-0.764141672121555,-0.808170955060832,-0.436174765120501,0.588698976430601,-0.651921484839954,-1.1467749422544,-0.838255179316207,-0.00855260167939412,-0.350910756661367,-0.856876983243388,0.569115555790838,-1.049008482976,-0.0119642222892921,-0.568437641568269,-0.825229040125646,-0.479430790288189,-0.543226852300679,-0.680362750109313,-0.378273949072756,-1.28525689121457,-1.32410941759242,-1.7602109702335,-0.0900896340860578,-0.754802101160827,-1.30004119057997,-0.783093644068375,-0.168674706556051,0.616335798347154,-0.0279280125829156,-1.54185422230007,-1.25832380807673,-1.4788084877542,-1.47635361254188,-0.704043975514022,0.591503915271599,0.228711516834193,-1.09640862413105,-0.0226378434681699,0.275549139402213,-0.759484865145261,-0.91001632321817,-0.757026018143107,-0.199517709369369,-0.472664968677741,1.54521037647714,-1.25455324644001,0.0294892846214616,0.116262849703446,0.189807526301072,-0.245210956630607,-0.242267121881979,-1.69771328013487,-1.22936376047664,-0.91124943461075,-1.11183585636818,-0.519880744705799,-0.183012058791311
"68",2021-04-02,-0.806436431664785,-1.34715372857152,-0.0314312797771165,-0.363268290318589,-0.475404164749829,0.0170867367028301,-0.780706321052883,-0.577676941555521,0.46206486559239,-0.721750231863041,-1.18873011795179,-0.924573875724465,-0.148884094080066,-0.63993866108558,-0.826841718553394,-0.206104755024401,-1.05303609015227,0.0182763342707912,-0.480528528620121,-0.795316612777542,-0.636891211134951,-0.581258473855784,-0.449329900271222,-0.385585395834108,-1.34712301346874,-0.461512278491175,-1.3730427682278,-0.189688491802264,-0.738361031252278,-1.31220386141602,-0.868231847731876,-0.354933802091918,0.647533658640992,-0.47919130009603,-1.65818483650427,-1.26333221973506,-1.6185285471347,-1.37344914767664,-0.925413593182188,0.459408846335395,0.147077106006551,-1.01918720413067,-0.654655913281518,0.21936434809072,-0.655883524637706,-0.77679446571031,-1.20816209738943,-0.0243508598693246,-0.320670903456064,1.41266580419931,-1.41815759740046,-0.0551352195622209,0.0623010218130466,0.17467121535803,-0.30838975747437,-0.294096219940828,-1.71683554549303,-1.21498557212385,-0.760991576536335,-0.94747920887949,-0.630366256480007,-0.269854664193023
"69",2021-04-09,-1.24782827041138,-1.0763166260076,0.397817988301713,-0.0967337239693149,-0.603867548288838,-0.500183129756985,-0.827103828031276,-0.611053163014959,0.407576025812324,-0.844778065218613,-1.2343905250745,-0.950135182445259,-0.333846447206599,-0.893317272889085,-0.886455389083784,-0.0142238362960616,-1.03628172011457,-0.250551934705496,-0.723821363057594,-0.827990586044082,-0.932570704048978,-0.701903307570833,-0.736469951977136,-0.670628315902174,-1.30801311136157,0.5264925976336,-0.843210825322829,-0.364024357530966,-0.846163117793845,-1.3505183647617,-1.07652160535265,-0.535139225575057,0.581990810154108,-0.71743199090658,-1.59477237761061,-1.18285409756148,-1.43154127357861,-1.26604434393032,-1.01354476426942,0.189861808647603,-0.409455970732436,-0.954309596470628,-1.01196955680552,-0.00737522375852777,-0.728729516909252,-0.827236166483658,-1.18823393469335,-0.28673211687399,-0.383406804955185,1.49528277302565,-1.44406925874623,0.0188021092380232,0.0558597120351182,0.0801766072034503,-0.303238954878683,-0.49290941717053,-1.72142884917141,-1.27634078308575,-0.844854969690924,-0.917175828510535,-0.763135767722943,-0.321959564371083
"70",2021-04-16,-1.3152269154225,-1.0914278528852,0.336781736336166,-0.131427641482677,-0.664810430159191,-0.627494830226372,-0.904556722649423,-0.788673719085819,0.658160793306641,-0.936131386717661,-1.26936351323217,-0.974258599701171,-0.437040019643104,-1.0521355458532,-0.99081396700577,-0.37443174605021,-0.997349448682303,-0.579703925899061,-0.67010420011194,-0.885712813967187,-1.03987553277635,-0.824582369575696,-0.873083548433168,-0.576039201013988,-1.28400822216574,0.78718786489929,-0.51868272927535,-0.392320572096568,-0.945105697374468,-0.860300619574652,-1.20249581449195,-0.461238650989454,0.346189057179277,-0.63501813307078,-1.63761958119442,-1.210186641188,-1.24790139039879,-1.16617228394173,-0.983308088782532,0.343909831512404,-0.743689063977475,-0.965011186764618,-0.903066724846096,-0.133931346777155,-0.788048843031999,-1.04024787994109,-0.978833953477257,-0.0366256917966413,-0.356504170500396,1.27074938874644,-1.07378860315176,0.0593385095698508,0.0559759445241948,-0.0448575990789587,-0.354602910628916,-0.677356395602961,-1.69186959433213,-1.27479417072011,-1.11945129856005,-0.827559291006957,-0.83549793396412,-0.113207719120919
"71",2021-04-23,-1.51209864776674,-0.776573838331244,0.377993589957334,-0.0337206624164337,-0.488382492110556,-0.465679449254202,-0.739443215970529,-0.810766761321202,0.752611333693189,-0.885912949394933,-1.30250708970181,-0.9831772666501,-0.0535965888934903,-1.07439173451258,-1.1165328436132,-0.404092850748836,-0.996874986633932,-0.604041283284178,-0.759993731378565,-0.771586659313358,-1.17690323141021,-0.773535688594762,-0.758155468562942,-0.255047326187831,-1.44044286724181,1.42315117279931,-0.464565557189473,-0.186031688968779,-0.950704746821192,-0.983350480035788,-1.16570819563561,-0.683570116926752,0.0733173183755412,-0.814697810247184,-1.70372092867543,-1.08352959478064,-1.50274806912717,-0.896058013409349,-0.918075806519222,0.033263469294879,-0.543014097167683,-0.969660592681083,-1.12494576523657,-0.08234854626632,-0.718467934662679,-1.15464012206896,-1.66558807118817,-0.274718537405166,-0.169066460987059,0.496230695087055,-1.06581057904672,0.0584521322950901,0.131100709348212,0.0609690209470729,-0.34861568420623,-0.725004915698433,-1.55495283849871,-1.18671263591784,-1.04640378358757,-0.944088195538266,-0.882379188250015,-0.275057238777935
"72",2021-04-30,-1.59799476386456,-0.594709632971488,-0.0472803704685948,-0.293509553592499,-0.364824769934005,-0.36785722138068,-0.744160913544366,-0.838558270513055,0.544725349495173,-0.87128440698722,-1.31768565630053,-0.962785315175083,-0.200454790272071,-1.11334104031907,-1.13592317451825,-0.2937761719486,-1.00593026024417,-0.420651328901843,-0.76229099298001,-0.662190707422358,-1.19749029347191,-0.751521929497793,-0.70600551298999,-0.113502327662716,-1.4870077071292,0.838901221083851,-0.104525431547817,-0.13851384097044,-0.718659419383819,-0.424009693554972,-1.21967111567638,-1.00142688803469,-0.149700735292896,-0.959961542507538,-1.5653298895201,-1.07604843173106,-1.15332275837697,0.113269347119112,-1.02517689711294,-0.0894703148726668,-0.487374221344176,-0.907890652835125,-0.923020090298699,0.142603296913452,-0.481058385081519,-0.716460863883446,-1.68832690088436,-0.0947861500692091,-0.213198106614535,0.527269830239091,-1.20645434932121,0.0462471171606647,0.412493936773987,0.324306815469784,-0.175030202026374,-0.540454110930136,-1.30483239309301,-1.1936487173695,-0.865130835976608,-0.455765897860622,-0.807942177406872,-0.597436103876943
"73",2021-05-07,-1.81040139966607,-0.514759228178085,0.769444531257698,-0.245046452986676,-0.0145401953238622,-0.0929606172078345,-0.773965193471687,-0.852850895201419,0.334605009115831,-0.909532763999879,-1.32341159097522,-1.10077705212541,-0.223939103259946,-1.01790542755582,-1.1061746644219,-0.541337285379082,-0.946817781140915,-0.386413446603518,-0.797879645212858,-0.755961868543752,-1.18649478174803,-0.828857707361338,-0.757114926020526,-0.268482471928767,-1.45504795702689,0.98589768920352,-0.0688486940633246,-0.234342005099691,-0.691211397796086,-0.0204674831441909,-1.26092007806683,-0.938092386243782,-0.29127661109785,-0.82607660586685,-1.48712518778512,-1.20248356014741,-0.618120897772333,-0.327824061007419,-1.00124282789142,-0.21503275465152,-0.365913063456947,-0.951682999777881,-0.751779259558519,0.0894762616657534,-0.484052806510212,-0.625020647547505,-1.44266373522445,0.251152013090568,-0.41684717261429,0.66474992758341,-1.20502687238827,-0.0773637777124269,0.491596708275784,0.297015253899337,-0.12238527660007,-0.427380709163738,-1.0534489207573,-1.27554472754128,-0.916100224621922,-0.481718385209254,-0.73271296219719,-0.670097631493682
"74",2021-05-14,-1.99679365823933,-0.663292389619436,0.570264791963547,-0.40377941021145,-0.222537527940967,-0.0992534605971267,-0.802787159189276,-0.923603941276101,0.355347648481186,-1.07231383567081,-1.37799964799299,-1.11482776091815,-0.401479700081044,-1.00923292614267,-1.15799751606697,-0.844146799047447,-1.03780803258791,-0.357788262868119,-0.83425680150833,-0.737454839443124,-1.20062187352296,-0.868921296104516,-0.804277051303041,-0.377724669853898,-1.58291223903817,1.92395445068794,0.231061247230777,-0.449811229459447,-0.863821267502908,-0.0858042244192312,-1.29587363092249,-1.17290350615526,-0.406952803953283,-0.908116683165283,-1.01359491089001,-1.16460450741863,-1.20128907700392,-0.452146484338963,-0.974515792937926,-0.511134144085624,-0.1558006461622,-1.1151197629455,-0.820649145519027,-0.112411198876833,-0.63588478816793,0.00507216545235625,-1.44905110436338,0.513565690474066,-0.376329998373807,0.616069968146219,-1.3259533054408,-0.176146634153175,0.416348420335843,0.156910046921453,-0.181712681036353,-0.596419088692981,-1.08298933785469,-1.14073355546812,-1.1098496377609,-0.42697359947209,-0.82613516621836,-0.855886819189431
"75",2021-05-21,-1.88473506905142,-0.566648721188726,0.408065350063429,-0.506568859880741,-0.551179012675064,-0.248753943150094,-0.710537905463692,-0.974092581454572,0.215923849313308,-0.982278892435117,-1.35872991733793,-1.10644072394134,-0.425338138297931,-1.06496890206717,-1.12404536445082,-0.782515860065283,-1.00510237498433,-0.263656338497428,-0.804021787584226,-0.835031192468839,-0.939564740039233,-0.832284450170826,-0.783571254547729,-0.294840337269114,-1.66195085692835,2.52512436396888,0.959235814993306,-0.484065221543877,-0.912058376569515,-0.0928804802784239,-0.992794810474943,-1.2167584566668,-0.567462457459042,-1.20547958983806,-0.87393119355897,-1.17727072998783,-1.26087425133029,-0.472678828075804,-0.699125713878923,-0.648859240700034,-0.115003988263041,-1.05984036847134,-1.24296270327201,0.0935835145288191,-0.600713260556895,-0.820935703555064,-1.35946408480899,0.891424967050642,-0.357156419670505,0.23732913506867,-1.10879621038373,-0.248577458618618,0.478635620946987,0.197619152531014,-0.177930830469585,-0.595772874585207,-1.21186920610748,-1.15876983279214,-1.16320615912362,-0.616884183815345,-0.888660636979476,-1.09246315499552
"76",2021-05-28,-2.00521945836425,-0.408359462128443,0.560670783038659,-0.440372330230465,-0.474432553354211,0.167850451517571,-0.375703091648434,-0.929455636188921,0.624536802694412,-1.13016470792137,-1.35032693901985,-1.188093773128,-0.349841859039122,-0.876331224941092,-1.19014599666213,-0.693719147666686,-1.04305336544198,-0.424301295736691,-0.658533720588498,-0.736478339229438,-0.504304560890656,-0.685704651950589,-0.788869908067109,-0.0204296232022499,-1.7754802451925,2.63271283722587,1.9233253666488,-0.69342812636671,-1.02713783550871,-0.243261199832741,-1.13759634554162,-1.29437486852587,-0.832219469150941,-1.09829076290285,-0.481383041723733,-1.12401097267151,-1.40498768964109,-0.516730887938801,-0.184939867280561,-0.941794759184583,0.0927350327935692,-1.26317354092424,-0.448684406888546,-0.13538195322065,-0.742659176736372,-1.11950850333767,-1.51559162079496,0.668977054238618,-0.3296572765634,-0.419570703604827,-0.657998703081072,-0.277733365557589,0.331826357960256,-0.0217106812876189,-0.346715212922205,-0.9270383335041,-1.40122915734631,-0.943630026131502,-1.21622921931279,-0.71920876565712,-0.99290669324519,-1.29283267569971
"77",2021-06-04,-2.12524060431913,-0.185835257853409,0.30379107593427,-0.716642618025851,-0.31035164788109,0.582216102462801,-0.0183372533026887,-0.903470663967764,0.138857962127595,-1.10376476422015,-1.41494477275765,-1.18300233257891,-0.0652458171791423,-0.999823632849728,-1.33312580048738,-0.558941312058698,-1.07841186407655,-0.419438555586406,-0.504862652523842,-0.746047339754711,-0.434652421418093,-0.632886484123775,-0.834763654508323,0.214895666550963,-1.81494645598567,3.09575820099976,1.89147069661003,-0.774699718445333,-1.05272443442452,-0.211410553736474,-1.08234943858389,-1.41313127328599,-0.883280751874096,0.640692700355642,-0.162864798447863,-1.18884203615847,-1.37412601643144,-0.828198616107676,-0.0357650865588495,-1.03428680771197,0.311369979040537,-1.24068593173742,-0.71452783433947,-0.122492420999021,-0.783240007375388,-1.11665019255501,-1.59618241457246,0.640350913747729,-0.390068394825164,-0.529526030587118,0.282698389519431,-0.293554094883618,0.182126814896236,-0.111705190769772,-0.44058485068704,-0.93152988843985,-1.36843759844828,-1.00273361635692,-1.19624650730229,-0.548938355287229,-1.04278497905184,-1.21163439330529
"78",2021-06-11,-2.22218381637399,-0.402898054219799,0.22485847661121,-0.633507289714224,-0.127969208444552,0.93328440343971,-0.00635694533186512,-0.913967494973405,0.156110658604834,-1.17169504138371,-1.45657147791196,-1.1991108172752,-0.222297809725607,-0.974910347918224,-1.33473130074267,-0.74254543462023,-1.19236233908058,-0.448237386784122,0.109040069056883,-0.617363953924947,-0.229789083489495,-0.600623897990776,-0.631556428194264,0.282258662515085,-1.8883253709347,2.40463109230828,1.62088400004213,-0.187782247819742,-1.02619771124072,-0.185536468590984,-1.0869310418946,-1.44515224047348,-0.905443307826899,-0.702239663363296,-0.761076800777057,-1.23313719323057,-1.32639138775987,-0.600605777625139,-0.556907924606349,-0.952557727565743,0.00109321796648118,-1.1925230347603,-0.908126557265384,-0.154488741072055,-0.805788994830907,-1.16292784867677,-1.29377625443258,0.553165312844048,-0.447356394738661,-0.586204839714575,0.685485648422249,-0.606538760101715,-0.032410070346506,-0.332049158709431,-0.618054465610822,-0.282454115309973,-1.50831328691081,-0.979913223731762,-0.744097966731763,-0.577331350808813,-1.09124392268982,-1.24520947918077
"79",2021-06-18,-2.26470994587094,-0.634166517924183,0.0909677199076917,-0.708862638145936,-0.194623765411855,0.550608121603382,-0.0924957441326991,-0.913603194302383,0.0173711464935131,-1.21700967229582,-1.4753541208006,-1.00117566294742,-0.575604986493133,-1.06086276881202,-1.34310977335189,-0.857419326071217,-1.23083312751171,-0.371350464677053,-0.0831072880955235,-0.579245775427749,-0.0514589404441879,-0.329433698538589,-0.666568788782201,0.15662511829946,-1.78921608848681,1.44755428917677,1.01637265746713,0.346960029014746,-1.01259404080323,0.145745085775798,-0.949892338679194,-1.45067266887871,-0.916107042348431,-0.954385813856385,-0.875387021076994,-1.26139084526491,-1.22367055290204,-0.571303939979881,-0.449130336689049,-0.909716052724671,-0.178777376091145,-1.1588147541444,-0.670600143203247,-0.258758355246514,-0.792917427128759,-1.1804323301292,-0.335833751470739,0.0540072732127061,-0.383051422074433,-0.753428431836396,1.22420485161037,-0.603385452180037,-0.0442835192687531,-0.53026429028642,-0.782778140523035,0.147217415749171,-1.46330607923482,-1.07914567941532,-1.01041780030179,-0.285999494624643,-0.98091456165231,-1.24962658836714
"80",2021-06-25,-2.05333026640761,-0.476736151551729,0.247844918724419,-0.376288525422105,0.166256391846918,1.30526515266565,0.21785369300461,-0.838289340337046,0.228531856530483,-1.37623506813773,-1.60950337822932,-0.774052597970442,-0.488144190819198,-0.96741692379575,-1.47992643173005,-0.799472125354466,-1.18175991629231,-0.373580917320948,0.0970110969128755,-0.388528527851494,0.383270306922645,0.378089581160026,-0.337846600938438,0.31548365668943,-1.07900277859798,0.907633540828172,0.694399541336651,0.1911603327944,-0.896349465266805,-0.0475787786922068,-1.24860205361009,-1.50529175362832,-0.99409942683082,-0.165430606413636,-0.690700960703867,-1.30177165029542,-1.33899184835524,-0.688185210783859,-0.302727195580374,-1.04940659966414,-0.0267597155806567,-1.19482974613655,-1.03009002215827,-0.605668136459137,-0.879676219482344,-1.15047136947672,-0.361917941765026,-0.923087432320351,-0.27376198491544,-1.17312316668704,1.47880520016421,-0.518461676189602,-0.0701446074536644,-0.511321673201868,-0.797080120053448,-0.289094645614932,-1.51789133817002,-0.960071637510982,-1.12906024126732,-0.192400094367696,-0.896123724061125,-1.25600666646421
"81",2021-07-02,-2.39988311987599,-0.366130674843358,-0.326605440546559,0.0723408598264618,0.0634226859575936,0.411357238510104,0.170636097248565,-0.852563944675926,-0.000100929388691263,-1.15279196064802,-1.54884178228672,0.671140219936275,-0.759657010769665,-1.00437776583837,-1.48090247071607,-0.560822166977794,-1.19717526738756,-0.207285555968825,0.176706590574964,-0.411612696288685,-0.441542935145368,0.994672549034754,-0.343296712631717,0.586121433864799,-0.881967312856463,1.14000217314381,0.388723447741048,-0.0989258029182651,0.458299304380466,0.301351425479301,-1.19441817863002,-1.5251265735024,-0.615480736897732,-0.577145040742407,-0.308843184207796,-1.36629925627527,-1.26779306574006,-0.552815019065189,-0.52564904087293,-1.00709271517,-0.593769457284335,-1.0745643416651,-1.43774075576535,-0.451132350953754,-0.797285784386781,-1.12011158155663,-0.0941276146845212,-1.02122553328431,-0.418981625126337,-1.06889146216022,1.49607937527998,-0.446565296729966,-0.0318271489520348,-0.433786661455845,-0.77175459727667,-0.377700981680609,-1.46412829481936,-1.15020770952751,-1.17069326075227,0.189712876402801,-0.96280996913277,-1.17308437833996
"82",2021-07-09,-2.22355015757566,1.23460842686577,0.133760583265849,0.235686787692621,0.434111360364355,1.25609636760873,1.03662776249417,-0.648285818371104,-0.169123783964413,-1.19659481056214,-1.48015864245651,0.719701701222762,-0.773217997028535,-0.891685051096274,-1.52413941257751,-0.296604491947249,-1.29603085942948,-0.0404746171493256,1.17055410408341,-0.283946107149926,-0.821309865788315,1.85794336330065,-0.21069610860069,0.975268644838809,-0.519752900919691,2.35750252165528,-0.262143985021496,-0.563784452661042,-0.0831711378845331,0.422995942511863,-0.383139932937262,-1.56406866165283,-0.507809962209398,0.277611064218035,-0.495818567247702,-1.0526999080407,-0.928578810138459,-0.919810475252908,-0.289021207752458,-0.954649263410823,-0.91530689055791,-1.019066421627,-1.43674891894289,-0.352314636196674,-0.770944734858697,-1.10101961256006,0.316682192429979,-0.937984068091305,-0.302975219233541,-1.21032595921443,2.39640188024109,-0.363885743353741,-0.092097818679895,-0.529658132076806,-0.305885661611985,-0.38719552710576,-1.52816483347322,-1.05560627007201,-1.22146090757006,0.303072203968056,-0.913540535744488,-0.907838223367861
"83",2021-07-16,-2.07478394579759,0.979484420543352,0.519942748922156,0.584455891383052,0.710093110871545,2.08954077938971,0.947662522642707,0.0318257304063621,-0.0720312134631198,-0.384286141062251,-1.55159263315526,0.00427319741903911,-0.693167788708839,-0.718034913166658,-0.875591479323081,-0.578259397464331,-1.31238156868293,1.04945942560366,1.23038820338979,0.0125521125507723,-0.767107643966141,1.75959475313561,0.812683229161004,0.829504540392485,-0.389061841746166,3.10234496042216,-0.21280256439408,-0.61195897140669,-0.519128191243617,0.85969409442543,-0.461510758009682,-1.56720149847039,-0.383818655200862,0.149223158731921,-0.411015140243387,-0.294381109249363,-0.811901070821937,-0.843597030883244,-0.660317955040387,-0.947526560207673,-0.950256367408982,-0.712304830245495,-1.3661967529357,-0.519599077508599,-0.709343933598655,-1.05247386073933,-0.173435179145441,-0.838594470802813,-0.278440781657573,-1.15585407151945,2.07413564909269,-0.345906298507946,-0.308032945349194,-0.554219421518951,0.510024049720601,0.0136958844311689,-0.85154176160486,-0.820909086425507,-1.24447601095894,0.267614481579177,-0.9516988801987,-0.922736161190929
"84",2021-07-23,-2.43908901397114,1.58365495931974,0.581136563339044,1.29241953267923,0.410171321528066,2.27556858656507,1.09717023481306,0.272948774325473,-0.151752203515783,-1.30383141698391,-1.51405320748803,-0.478652204429497,-0.955504313232339,-0.735440149706634,0.188359961098556,-0.462933311741898,-0.689490474203488,2.42339816259185,2.16275068071495,0.0486990088934498,-0.870074073953564,2.31390673883478,1.46951617819302,0.91367141461263,0.66229381913706,3.55281895638982,-0.566514295397899,-0.479099951539902,-1.10282037283234,0.962916091678744,-0.390056979746682,-1.43436231269632,0.428309284083863,-1.18717363414241,-1.13636360274109,1.59354950436052,0.0540594504107097,-1.08214922206413,-0.921997114162897,-0.919026531922026,-1.14834650975028,-0.683695333512162,-1.45488376650281,-0.44877032820947,-0.704867783860053,-0.609913076689733,0.740858148569969,-0.641142100502444,0.116604663373802,-1.16928550833271,2.26123292523032,-0.385835470891245,-0.386727296305946,-0.632545830305473,0.386210845685559,-0.15788760467687,-0.528015912275295,-0.645643007090935,-1.22023566964825,0.427213709127711,-0.873451898515663,-0.836723574732934
"85",2021-07-30,-2.22431213407471,1.82626040127481,0.420788107365612,2.27966353614224,0.0599681722841243,1.52244259226247,0.735032416803572,-0.314125394127233,-0.359436079934493,-1.20292857039926,-0.0869485974739096,1.40688961807621,-0.932508686976796,-0.865406339060541,-0.932003635910286,0.227877729741256,-1.06641869140246,2.74971808019046,2.35963747277629,-0.361113202453097,-0.926221893581922,2.25880229711572,1.77128639076676,0.784238228590991,2.76355466370923,3.41891540689812,-0.994548714273904,-0.680725990823901,-1.26600314574799,1.42591039952048,0.604619256327989,-1.08890128083604,-0.349455877707107,-1.62562591066975,-1.12459853343656,1.92262750386488,0.632267781725537,-0.836433904736397,-1.10147134391924,-0.728896564117434,-0.434293988066526,-0.583703815780512,-1.38370533891044,0.21197940942349,-0.518295109194316,-0.147919708912798,1.56771602269566,-0.44510120591666,-0.0547707760281386,-1.13348068236627,1.29446263948357,-0.232473595662084,-0.519593190633013,-0.684063496611682,0.139533068995702,-0.97291919428865,-1.23994972165904,-1.13600908277531,-0.864783715025713,0.893799000280403,0.0955807376324172,-0.588763622186934
"86",2021-08-06,-2.20433411467025,1.81416693577242,0.647903634931262,3.07345719419117,0.157691533596108,1.90180410938731,1.05419576665158,-0.151054065613487,-0.269413501809855,-1.29869094140346,-0.0739221676178049,0.392272166153193,-0.935255272944556,-0.761549817450323,-0.746057220595057,0.442129690636323,-0.607708942308436,1.03587501544964,2.81122140889703,0.76396435338458,-0.816897937046571,2.4280115105375,1.51214375511903,0.705549862481189,1.37287920728296,3.4135815523184,-0.936286223428195,-0.566556194971459,-1.1931374189343,1.77662869602411,0.882682508345876,-1.05601229980827,-0.40260133048299,-1.41380405688804,-0.975835075270077,0.462500188893547,0.589545033366544,-0.18309291895963,-1.15736289514751,-0.736798834226081,-0.442096646450377,-0.934632027767818,-1.39632538992723,0.694795264346185,-0.487817397786364,-0.0491211218968056,0.960105024461068,-0.730414047432395,-0.108434761058093,-1.0535585208352,1.84151396961239,-0.288286716970601,-0.585071569554829,-0.695238475421326,0.400897549163201,-0.995192876531179,-1.23810244910377,-1.08848139313008,-0.635177907478967,0.940066400618927,0.813274852895374,-0.431654932099689
"87",2021-08-13,-1.91571106178422,1.00872852125614,0.856574230971895,2.36156993364801,0.558666432748919,2.58064770395663,1.00585019192265,0.194878919155074,0.101536301822625,-1.16186886263237,-0.392411247609531,-0.46242863407816,-1.00065152727178,-0.270094322279796,-0.37410217249764,0.456854333842256,-1.384963690671,0.9607423464351,2.74543528749709,1.60074096983538,-0.955695535507322,2.32676732132269,-0.0624207101606199,0.306370338660373,-0.078945369073151,3.4315111492436,-0.699576073172027,-0.607208572307334,-0.983167018736104,1.17119030413643,0.758210811149306,-1.17371151783852,0.798550278134009,-1.38108412720285,-1.18252209796386,0.103559282481368,0.251143096615881,-0.241495860000124,-1.23234561219077,-0.955894958881349,-0.971037708354024,-1.06880499811654,-1.46054023120849,0.464016377125998,-0.510784027628083,-0.367108394312313,-0.314822907663988,-1.11622397934411,-0.3827989616914,-0.442130723453744,2.12768139124683,-0.405008834438695,-0.566634070286739,-0.445532352626967,0.119673697548694,-0.928416873405751,-1.36138140934191,-1.1139199352506,-0.798475081414746,0.183600653973107,0.415642461812388,-0.51852093116163
